,video_id,start_frame,stop_frame,verb,verb_class,noun,noun_class,narration
8545,P02_109,856,906,turn-off,8,tap,0,close tap
8546,P02_109,17413,17441,close,4,bottle:oil,15,close oil bottle
8547,P02_109,17472,17498,put-down,1,bottle:oil,15,put down oil bottle
8548,P02_109,17577,17705,turn-on,6,kettle,44,turn on kettle
8549,P02_109,17870,17972,open,3,fridge,12,open fridge
8550,P02_109,17969,18030,pick-up,0,meat,28,pick up meat
8551,P02_109,18081,18442,get-from,0,cube:stock,95,get stock cube from box
8552,P02_109,18557,18620,put-down,1,meat,28,put down meat
8553,P02_109,18615,18671,put-down,1,cube:stock,95,put down stock cube
8554,P02_109,18667,18774,throw-for,13,box,23,throw box for recycling
8555,P02_109,18875,18937,move,11,cube:stock,95,move stock cube
8556,P02_109,999,1104,dry-with,14,hand,11,dry hands with towel
8557,P02_109,19071,19199,pick-up,0,board:chopping,18,pick up chopping board and knife
8558,P02_109,19217,19290,open,3,bin:compost,36,open compost bin
8559,P02_109,19292,19357,throw,13,piece:onion,16,throw some onion pieces
8560,P02_109,19355,19413,close,4,bin:compost,36,close compost bin
8561,P02_109,19541,19801,slide-onto,5,onion,16,slide onion from chopping board onto pan
8562,P02_109,19829,19957,put-down,1,board:chopping,18,put down chopping board
8563,P02_109,19962,20120,cut,7,packaging:open:meat,26,cut open meat packaging
8564,P02_109,19950,20151,remove-from,12,film,100,remove film from packaging
8565,P02_109,20204,20264,open,3,drawer,8,open drawer
8566,P02_109,20249,20427,pick-up,0,spoon:wooden,1,pick up wooden spoon
8567,P02_109,1155,1303,pick-up,0,board:chopping,18,pick up chopping board
8568,P02_109,20413,20479,pick-up,0,press:garlic,172,pick up garlic press
8569,P02_109,20496,20547,close,4,drawer,8,close drawer
8570,P02_109,20552,20620,put-down,1,press:garlic,172,put down garlic press
8571,P02_109,20624,20681,hold,34,pan,5,hold pan
8572,P02_109,20679,22556,stir,10,onion,16,stir onion in pan using wooden spoon
8573,P02_109,22529,22559,leave,1,spoon:wooden,1,leave wooden spoon
8574,P02_109,22737,22790,pick-up,0,garlic,51,pick up garlic
8575,P02_109,22869,22971,remove-from,12,garlic,51,remove garlic from plastic bag
8576,P02_109,22969,23007,put,1,bag,19,put away bag
8577,P02_109,23011,23040,put-down,1,garlic,51,put down garlic
8578,P02_109,1308,1433,put-down,1,board:chopping,18,put down chopping board
8579,P02_109,23027,23077,pick-up,0,knife,4,pick up knife
8580,P02_109,23077,23188,cut,7,garlic,51,cut garlic
8581,P02_109,23169,23385,open,3,garlic,51,open garlic
8582,P02_109,23425,23474,get,0,piece:garlic,51,get garlic piece
8583,P02_109,23479,23635,get,0,piece:garlic,51,get another garlic piece
8584,P02_109,23625,23688,pick-up,0,knife,4,pick up knife
8585,P02_109,23682,24115,peel,19,garlic,51,peel garlic
8586,P02_109,24043,24131,put-down,1,garlic,51,put down garlic
8587,P02_109,24143,24891,peel,19,garlic,51,peel garlic
8588,P02_109,24889,24922,put-down,1,garlic,51,put down garlic
8601,P02_110,150,326,set-off,53,timer,111,set off timer
8602,P02_110,327,372,pick-up,0,spoon:wooden,1,pick up wooden spoon
8603,P02_110,1975,2022,pick-up,0,glass,10,pick up glass
8604,P02_110,1998,2049,put-down,1,kettle,44,put down kettle
8605,P02_110,2063,2097,put-down,1,glass,10,put down glass
8606,P02_110,2093,2179,pour-from,9,water:hot,27,pour more hot water from kettle into glass
8607,P02_110,2184,2246,put-down,1,kettle,44,put down kettle
8608,P02_110,2251,2282,pick-up,0,glass,10,pick up glass
8609,P02_110,2297,2331,put-down,1,glass,10,put down glass
8610,P02_110,2351,2674,open,3,stock:chicken,95,open chicken stock
8611,P02_110,2679,2719,put-in,5,stock:chicken,95,put chicken stock in glass
8612,P02_110,2802,2876,pick-up,0,spoon,1,pick up spoon
8613,P02_110,373,465,lift,33,lid,6,lift lid
8614,P02_110,2924,3815,stir,10,stock,95,stir stock in hot water
8615,P02_110,3979,4010,hold,34,pan,5,hold pan
8616,P02_110,4011,4164,stir-in,10,meat,28,stir meat in pan
8617,P02_110,4173,4241,stir,10,stock,95,stir stock in hot water
8618,P02_110,4238,4268,pick-up,0,stock,95,pick up
8619,P02_110,4336,4550,pour-into,9,stock,95,pour stock into pan
8620,P02_110,4642,4671,put-down,1,glass,10,put down glass and spoon
8621,P02_110,4697,4717,hold,34,pan,5,hold pan
8622,P02_110,4726,5439,stir-in,10,meat,28,stir meat in pan with stock
8623,P02_110,5456,5492,pick-up,0,salt,38,pick up salt
8624,P02_110,435,500,hold,34,pan,5,hold pan
8625,P02_110,5446,5568,pour-into,9,salt,38,pour salt into pan
8626,P02_110,5560,5609,put-down,1,salt,38,put down salt
8627,P02_110,5627,5672,open,3,cupboard,3,open cupboard
8628,P02_110,5668,5753,pick-up,0,jar:pepper,40,pick up pepper jar
8629,P02_110,5747,5782,close,4,cupboard,3,close cupboard
8630,P02_110,5787,5844,open,3,pepper,37,open pepper
8631,P02_110,5848,5927,pour-from,9,pepper,37,pour pepper from jar into lid
8632,P02_110,5932,5992,pour-from,9,pepper,37,pour pepper from lid into pan
8633,P02_110,6016,6075,close,4,jar,40,close jar
8634,P02_110,6079,6107,put-down,1,jar,40,put down jar
8635,P02_110,493,526,put-down,1,lid,6,put down lid
8636,P02_110,6113,6176,hold,34,pan,5,hold pan
8637,P02_110,6132,6679,stir-in,10,meat,28,stir meat in pan
8638,P02_110,6684,6727,adjust,17,heat,65,adjust heat
8639,P02_110,6731,7654,stir-in,10,meat,28,stir meat in pan
8640,P02_110,7654,7804,adjust,17,heat,65,adjust heat
8641,P02_110,7809,8447,stir-in,10,meat,28,stir meat in pan
8642,P02_110,8457,8497,put-down,1,spoon:wooden,1,put down wooden spoon
8643,P02_110,8502,8542,pick-up,0,lid,6,pick up lid
8644,P02_110,8545,8634,cover-with,36,pan,5,cover pan with lid
8645,P02_110,8667,8830,set,53,timer,111,set timer
8646,P02_110,529,1445,stir,10,meat,28,stir meat in pan using wooden spoon
8647,P02_110,1545,1599,open,3,cupboard,3,open cupboard
8648,P02_110,1579,1629,pick-up,0,glass,10,pick up glass
8649,P02_110,1618,1763,pick-up,0,kettle,44,pick up kettle
8650,P02_110,1730,1802,put-down,1,glass,10,put down glass
8651,P02_111,191,231,set-off,53,timer,111,set off timer
8652,P02_111,240,284,pick-up,0,lid,6,pick up lid
8653,P02_111,2065,2139,move,11,pan,5,move pan
8654,P02_111,2128,2208,put-down,1,spoon:wooden,1,put down wooden spoon
8655,P02_111,2209,2288,pick-up,0,paper,49,pick up paper
8656,P02_111,2280,2380,move,11,glass,10,move glass
8657,P02_111,2381,2500,open,3,bin,36,open bin
8658,P02_111,2510,2552,throw,13,paper,49,throw paper
8659,P02_111,2532,2569,close,4,bin,36,close bin
8660,P02_111,289,330,put-down,1,lid,6,put down lid
8661,P02_111,364,401,pick-up,0,spoon:wooden,1,pick up wooden spoon
8662,P02_111,376,434,hold,34,pan,5,hold pan
8663,P02_111,438,774,stir-in,10,meat,28,stir meat in pan
8664,P02_111,792,829,adjust,17,heat,65,adjust heat
8665,P02_111,1000,1394,stir-in,10,meat,28,stir meat in pan
8666,P02_111,1394,1449,turn-off,8,heat,65,turn off heat
8667,P02_111,1461,2025,stir-in,10,meat,28,stir meat in pan
8985,P02_113,130,289,pick-up,0,nut:pine,133,pick up pine nuts
8986,P02_113,307,355,pick-up,0,scissors,79,pick up scissors
8987,P02_113,1274,1319,put-down,1,bag:pine:nut,19,put down pine nut bag
8988,P02_113,14085,14129,pick-up,0,spoon:wooden,1,pick up wooden spoon
8989,P02_113,14135,14166,put-in,5,spoon,1,put spoon in sink
8990,P02_113,14168,14193,pick-up,0,knife,4,pick up knife
8991,P02_113,14193,14224,put-in,5,knife,4,put knife in sink
8992,P02_113,14234,14274,pick-up,0,board:chopping,18,pick up chopping board
8993,P02_113,14337,14383,open,3,bin,36,open bin
8994,P02_113,14386,14447,clear,12,board:chopping,18,clear chopping board
8995,P02_113,14447,14547,close,4,bin,36,close bin
8996,P02_113,14552,14577,put-in,5,board:chopping,18,put chopping board in sink
8997,P02_113,14585,14613,turn-on,6,tap,0,open tap
8998,P02_113,1371,1453,put-on,1,nut:pine,133,put pine nuts on meat
8999,P02_113,14625,14730,rinse,2,board:chopping,18,rinse chopping board
9000,P02_113,14697,14752,turn-off,8,tap,0,close tap
9001,P02_113,14751,14901,take-off,12,glove,60,take off gloves
9002,P02_113,14906,14962,pick-up,0,salt,38,pick up salt
9003,P02_113,14881,15016,put-in,5,salt,38,put salt in cupboard
9004,P02_113,15011,15195,move,11,jar,40,move jars
9005,P02_113,15146,15190,pick-up,0,bottle:oil,15,pick up oil bottle
9006,P02_113,15227,15270,put-in,5,bottle:oil,15,put oil bottle in cupboard
9007,P02_113,15263,15364,close,4,cupboard,3,close cupboard
9008,P02_113,15360,15422,pick-up,0,scissors,79,pick up scissors
9009,P02_113,1466,1566,put-on,1,nut:pine,133,put pine nuts on meat
9010,P02_113,15427,15478,put-down,1,scissors,79,put down scissors
9011,P02_113,15446,15588,close,4,cupboard,3,close cupboard
9012,P02_113,15584,15659,close,4,cupboard,3,close cupboard
9013,P02_113,16055,16104,pick-up,0,tray,35,pick up tray
9014,P02_113,16050,16226,put-on,1,tray,35,put tray on oven
9015,P02_113,16349,16654,wear,68,glove,60,wear gloves
9016,P02_113,16659,16951,sponge,2,board:chopping,18,sponge chopping board
9017,P02_113,16930,16987,turn-on,6,tap,0,open tap
9018,P02_113,16992,17091,rinse,2,board:chopping,18,rinse chopping board
9019,P02_113,17096,17134,turn-off,8,tap,0,close tap
9020,P02_113,1571,1935,put-on,1,nut:pine,133,put pine nuts on meat
9021,P02_113,17139,17206,put-down,1,board:chopping,18,put down chopping board
9022,P02_113,17201,17258,pick-up,0,spoon,1,pick up spoon from sink
9023,P02_113,17260,17324,sponge,2,spoon,1,sponge spoon
9024,P02_113,17518,17561,pick-up,0,spoon,1,pick up spoon
9025,P02_113,17450,17713,sponge,2,spoon,1,sponge spoon
9026,P02_113,17718,17770,pick-up,0,spoon,1,pick up spoon
9027,P02_113,17775,17870,sponge,2,spoon,1,sponge spoon
9028,P02_113,17876,17930,turn-on,6,tap,0,open tap
9029,P02_113,17907,17975,rinse,2,sponge,9,rinse sponge
9030,P02_113,17975,18029,turn-off,8,tap,0,close tap
9031,P02_113,1650,1843,put-on,1,nut:pine,133,put pine nuts on meat
9032,P02_113,18013,18125,pick-up,0,liquid:washing,22,pick up washing liquid
9033,P02_113,18122,18168,pour,9,liquid:washing,22,pour washing liquid on sponge
9034,P02_113,18172,18200,put-down,1,liquid:washing,22,put down washing liquid
9035,P02_113,18194,18301,sponge,2,spoon,1,sponge spoon
9036,P02_113,18356,18392,pick-up,0,spoon,1,pick up spoon
9037,P02_113,18392,18491,sponge,2,spoon,1,sponge spoon
9038,P02_113,18496,18541,pick-up,0,knife,4,pick up knife
9039,P02_113,18545,18689,sponge,2,knife,4,sponge knife
9040,P02_113,18682,18765,turn-on,6,tap,0,open tap
9041,P02_113,18744,18823,rinse,2,knife,4,rinse knife
9042,P02_113,1777,2108,put-on,1,nut:pine,133,put pine nuts on meat
9043,P02_113,18801,18837,put-down,1,knife,4,put down knife
9044,P02_113,18854,18909,rinse,2,spoon,1,rinse spoon
9045,P02_113,18913,18961,put-down,1,spoon,1,put down spoon
9046,P02_113,18933,19176,rinse,2,spoon,1,rinse spoons
9047,P02_113,19091,19172,turn-off,8,tap,0,close tap
9048,P02_113,19176,19217,put-down,1,spoon,1,put down spoons
9049,P02_113,19287,19467,clean,2,surface,42,clean surface
9050,P02_113,19486,19602,take-off,12,glove,60,take off gloves
9051,P02_113,19719,19765,pick-up,0,plate,2,pick up plate
9052,P02_113,19751,19807,pick-up,0,lid,6,pick up lid
9053,P02_113,2114,2152,pick-up,0,bag:pine:nut,19,pick up pine nuts bag
9054,P02_113,19786,19901,close,4,bottle:oil,15,close oil bottle
9055,P02_113,19907,20015,pick-up,0,bottle:oil,15,pick up oil bottle
9056,P02_113,20119,20164,put-down,1,plate,2,put down plate and bottle
9057,P02_113,20368,20423,pick-up,0,tray,35,pick up tray
9058,P02_113,20547,20616,open,3,oven,46,open oven
9059,P02_113,20607,20780,put-in,5,tray,35,put tray in oven
9060,P02_113,20818,20856,close,4,oven,46,close oven
9061,P02_113,20976,21027,pick-up,0,glove,60,pick up gloves
9062,P02_113,21034,21100,wear,68,glove,60,wear gloves
9063,P02_113,21118,21173,pick-up,0,tray,35,pick up tray from floor
9064,P02_113,2150,2247,pour-from,9,nut:pine,133,pour pine nuts from bag into hand
9065,P02_113,21228,21246,open,3,oven,46,open oven
9066,P02_113,21271,21360,return,1,oven,46,return tray to oven
9067,P02_113,21401,21415,close,4,oven,46,close oven
9068,P02_113,21480,21561,take-off,12,glove,60,take off glove
9069,P02_113,21463,21542,put-down,1,glove,60,put down glove
9070,P02_113,21544,21621,pick-up,0,tray,35,pick up tray
9071,P02_113,21730,21764,open,3,oven,46,open oven
9072,P02_113,21769,21841,put-in,5,tray,35,put tray in oven
9073,P02_113,21845,21887,close,4,oven,46,close oven
9074,P02_113,21882,21925,pick-up,0,tray,35,pick up tray
9075,P02_113,2250,2379,put-down,1,bag,19,put down bag
9076,P02_113,21930,21958,open,3,oven,46,open oven
9077,P02_113,21947,22007,put-in,5,tray,35,put tray in oven
9078,P02_113,22012,22046,close,4,oven,46,close oven
9079,P02_113,22051,22284,set,53,timer,111,set timer
9080,P02_113,2392,2522,put-on,1,nut:pine,133,put pine nuts on meat
9081,P02_113,416,499,open,3,bag:pine:nut,19,open pine nuts bag
9082,P02_113,2521,2644,put-on,1,nut:pine,133,put pine nuts on meat
9083,P02_113,2649,2714,put-on,1,nut:pine,133,put pine nuts on meat
9084,P02_113,2777,2994,put-on,1,nut:pine,133,put pine nuts on meat
9085,P02_113,3057,3089,pick-up,0,bag:pine:nut,19,pick up pine nuts bag
9086,P02_113,3113,3188,pour-from,9,nut:pine,133,pour pine nuts from bag into hand
9087,P02_113,3200,3232,put-down,1,bag,19,put down bag
9088,P02_113,3297,3364,put-on,1,nut:pine,133,put pine nuts on meat
9089,P02_113,3381,3449,put-on,1,nut:pine,133,put pine nuts on meat
9090,P02_113,3451,3561,put-on,1,nut:pine,133,put pine nuts on meat
9091,P02_113,3606,3672,put-on,1,nut:pine,133,put pine nuts on meat
9092,P02_113,491,528,put-down,1,scissors,79,put down scissors
9093,P02_113,3685,4033,put-on,1,nut:pine,133,put pine nuts on meat
9094,P02_113,4121,4154,pick-up,0,bag:pine:nut,19,pick up pine nuts bag
9095,P02_113,4199,4259,pour-from,9,nut:pine,133,pour pine nuts from bag into hand
9096,P02_113,4279,4309,put-down,1,bag,19,put down bag
9097,P02_113,4300,4662,put-on,1,nut:pine,133,put pine nuts on meat
9098,P02_113,4719,4839,put-on,1,nut:pine,133,put pine nuts on meat
9099,P02_113,4829,4950,put-on,1,nut:pine,133,put pine nuts on meat
9100,P02_113,5010,5068,pick-up,0,bag:pine:nut,19,pick up pine nuts bag
9101,P02_113,5067,5295,pour-from,9,nut:pine,133,pour pine nuts from bag into hand
9102,P02_113,5299,5330,put-down,1,bag:pine:nut,19,put down pine nuts bag
9103,P02_113,534,575,pick-up,0,yoghurt,98,pick up yoghurt
9104,P02_113,5384,5554,put-on,1,nut:pine,133,put pine nuts on meat
9105,P02_113,5602,5762,put-on,1,nut:pine,133,put pine nuts on meat
9106,P02_113,5781,5957,put-on,1,nut:pine,133,put pine nuts on meat
9107,P02_113,6005,6124,pick-up,0,bag:pine:nut,19,pick up pine nuts bag
9108,P02_113,6046,6091,return-into,1,nut:pine,133,return pine nuts into bag
9109,P02_113,6125,6196,close,4,bag:pine:nut,19,close pine nuts bag
9110,P02_113,6197,6304,open,3,fridge,12,open fridge
9111,P02_113,6305,6396,put-into,5,bag,19,put bag into fridge door
9112,P02_113,6401,6503,close,4,fridge,12,close fridge
9113,P02_113,6720,6810,turn-on,6,tap,0,open tap
9114,P02_113,672,792,open,3,fridge,12,open fridge
9115,P02_113,6783,6978,rinse,2,pan,5,rinse pan
9116,P02_113,6981,7072,turn-off,8,tap,0,close tap
9117,P02_113,7074,7102,pick-up,0,sponge,9,pick up sponge
9118,P02_113,7104,7309,sponge,2,pan,5,sponge pan
9119,P02_113,7305,7339,turn-on,6,tap,0,open tap
9120,P02_113,7359,7405,squeeze,18,sponge,9,squeeze sponge
9121,P02_113,7459,7500,rinse,2,pan,5,rinse pan
9122,P02_113,7718,7750,turn-off,8,tap,0,close tap
9123,P02_113,7727,7797,pick-up,0,liquid:washing,22,pick up washing liquid
9124,P02_113,7831,7859,put,1,liquid:washing,22,put washing liquid on sponge
9125,P02_113,790,882,put-in,5,yoghurt,98,put yoghurt in fridge
9126,P02_113,7864,7894,put-down,1,liquid:washing,22,put down washing liquid
9127,P02_113,7899,8216,sponge,2,pan,5,sponge pan
9128,P02_113,8229,8275,turn-on,6,tap,0,open tap
9129,P02_113,8266,8555,rinse,2,pan,5,rinse pan
9130,P02_113,8553,8590,turn-off,8,tap,0,close tap
9131,P02_113,8593,8712,sponge,2,pan,5,sponge pan
9132,P02_113,8735,8777,turn-on,6,tap,0,open tap
9133,P02_113,8778,8900,rinse,2,pan,5,rinse pan
9134,P02_113,8902,8930,turn-off,8,tap,0,close tap
9135,P02_113,8935,9068,put-down,1,pan,5,put down pan
9136,P02_113,880,951,close,4,fridge,12,close fridge
9137,P02_113,9006,9141,pick-up,0,bowl,7,pick up bowl
9138,P02_113,9187,10006,sponge,2,bowl,7,sponge bowl
9139,P02_113,10015,10057,turn-on,6,tap,0,open tap
9140,P02_113,10042,10587,rinse,2,bowl,7,rinse bowl
9141,P02_113,10930,10963,turn-off,8,tap,0,close tap
9142,P02_113,11004,11108,put-down,1,bowl,7,put down bowl
9143,P02_113,11166,11313,dry-with,14,hand,11,dry hands with towel
9144,P02_113,11325,11392,pick-up,0,glove,60,pick up glove from floor
9145,P02_113,11387,11465,wear,68,glove,60,wear glove
9146,P02_113,11467,11506,open,3,oven,46,open oven
9147,P02_113,980,1160,stretch,50,bag:open:pine:nut,19,stretch open pine nut bag
9148,P02_113,11505,11609,remove-from,12,tray,35,remove tray from oven
9149,P02_113,11614,11659,close,4,oven,46,close oven
9150,P02_113,11677,11760,put-on,1,tray,35,put tray on floor
9151,P02_113,11756,11914,take-off,12,glove,60,take off glove
9152,P02_113,11794,12025,hand,41,glove,60,hand glove
9153,P02_113,12056,12404,wear,68,glove,60,wear gloves
9154,P02_113,12409,12454,pick-up,0,board:chopping,18,pick up chopping board
9155,P02_113,12459,12583,sponge,2,board:chopping,18,sponge chopping board
9156,P02_113,12763,12822,turn-on,6,tap,0,open tap
9157,P02_113,12827,13077,rinse,2,board:chopping,18,rinse chopping board
9158,P02_113,1165,1269,pour-from,9,nut:pine,133,pour pine nut from bag to hand
9159,P02_113,13075,13116,turn-off,8,tap,0,close tap
9160,P02_113,13160,13296,put-down,1,board:chopping,18,put down chopping board
9161,P02_113,13265,13682,empty,20,sink,63,empty sink
9162,P02_113,13681,13788,pick-up,0,mug,13,pick up mug
9163,P02_113,13785,13869,turn-on,6,tap,0,open tap
9164,P02_113,13840,13957,fill-with,26,mug,13,fill mug with water
9165,P02_113,13938,13966,close,4,tap,0,close
9166,P02_113,13962,13992,put-down,1,mug,13,put down mug
9167,P02_113,14004,14032,pick-up,0,spoon,1,pick up spoon
9168,P02_113,14035,14080,put-in,5,spoon,1,put spoon in mug in sink
9169,P02_114,180,250,set-off,53,timer,111,set off timer
9170,P02_114,236,281,take-off,12,glove,60,take off glove
9171,P02_114,1191,1259,slide,61,tray,35,slide tray
9172,P02_114,1257,1403,turn,23,tray,35,turn tray
9173,P02_114,1402,1467,close,4,oven,46,close oven
9174,P02_114,1483,1541,throw,13,glove,60,throw glove
9175,P02_114,1527,1556,take-off,12,glove,60,take off glove
9176,P02_114,1561,1702,set,53,timer,111,set timer
9177,P02_114,283,352,wear,68,glove,60,wear glove
9178,P02_114,365,416,open,3,oven,46,open oven
9179,P02_114,476,562,slide,61,tray,35,slide tray
9180,P02_114,574,767,turn,23,tray,35,turn tray
9181,P02_114,750,812,slide,61,tray,35,slide tray
9182,P02_114,798,887,slide,61,tray,35,slide tray
9183,P02_114,908,1129,turn,23,tray,35,turn tray
9184,P02_114,1122,1178,slide,61,tray,35,slide tray
9185,P02_115,200,250,set-off,53,timer,111,set off timer
9186,P02_115,279,327,wear,68,glove,60,wear glove
9187,P02_115,1453,1555,put-down,1,tray,35,put down tray on surface
9188,P02_115,1553,1649,slide,61,tray,35,slide tray
9189,P02_115,1654,1837,slide,61,tray,35,slide tray
9190,P02_115,1827,1889,close,4,oven,46,close oven
9191,P02_115,1877,1948,take-off,12,glove,60,take off glove
9192,P02_115,1963,2013,open,3,cupboard,3,open cupboard
9193,P02_115,2007,2183,pick-up,0,plate,2,pick up plate
9194,P02_115,2133,2320,pick-up,0,spatula:wooden,20,pick up wooden spatula
9195,P02_115,2364,2481,pick-up,0,pie,137,pick up pie using spatula
9196,P02_115,2482,2526,put-on,1,pie,137,put pie on plate
9197,P02_115,335,405,open,3,oven,46,open oven
9198,P02_115,2516,2593,check,24,pie,137,check pie
9199,P02_115,2598,2691,put-down,1,plate,2,put down plate
9200,P02_115,2699,2873,pick-up,0,pie,137,pick up pie using spatula
9201,P02_115,2878,2958,put-on,1,pie,137,put pie on plate
9202,P02_115,2961,3130,pick-up,0,pie,137,pick up pie using spatula
9203,P02_115,3127,3200,put-on,1,pie,137,put pie on plate
9204,P02_115,3325,3477,pick-up,0,plate,2,pick up plate
9205,P02_115,3505,3587,hold,34,plate,2,hold plate
9206,P02_115,3596,3632,pick-up,0,pie,137,pick up pie using spatula
9207,P02_115,3644,3686,put-on,1,pie,137,put pie on plate
9208,P02_115,580,734,turn-off,8,oven,46,turn off oven
9209,P02_115,3724,3904,pick-up,0,pie,137,pick up pie using spatula
9210,P02_115,3926,3973,put-on,1,pie,137,put pie on plate
9211,P02_115,3981,4122,pick-up,0,pie,137,pick up pie using spatula
9212,P02_115,4123,4178,put-on,1,pie,137,put pie on plate
9213,P02_115,4291,4360,pick-up,0,pie,137,pick up pie using spatula
9214,P02_115,4250,4428,put-on,1,pie,137,put pie on plate
9215,P02_115,4427,4615,put-down,1,spatula,20,put down spatula
9216,P02_115,4698,4798,put-down,1,plate,2,put down plate
9217,P02_115,4789,4871,wear,68,glove,60,wear glove
9218,P02_115,4862,4922,open,3,oven,46,open oven
9219,P02_115,961,1501,slide,61,tray,35,slide tray
9220,P02_115,4922,5035,pick-up,0,oven,46,pick up tray from oven
9221,P02_115,5040,5086,close,4,oven,46,close oven
9222,P02_115,5090,5116,put-down,1,tray,35,put down tray
9223,P02_115,5121,5172,take-off,12,glove,60,take off glove
9224,P02_115,5176,5269,pick-up,0,plate,2,pick up plate
9225,P02_115,950,1127,pick-up,0,oven,46,pick up tray from oven
9226,P02_115,1132,1235,put-on,1,tray,35,put tray on oven
9227,P02_115,1235,1311,slide,61,tray,35,slide tray
9228,P02_115,1310,1372,slide,61,tray,35,slide tray
9229,P02_115,1362,1463,pick-up,0,oven,46,pick up tray from oven
9230,P02_116,187,238,pick-up,0,spatula,20,pick up spatula
9231,P02_116,213,244,pick-up,0,tupperware,23,pick up tupperware
9232,P02_116,1198,1315,pick-up,0,pie,137,pick up pie using spatula
9233,P02_116,1328,1475,put-in,5,pie,137,put pie in tupperware
9234,P02_116,1476,1553,pick-up,0,pie,137,pick up pie using spatula
9235,P02_116,1544,1607,put-in,5,pie,137,put pie in tupperware
9236,P02_116,1588,1725,pick-up,0,pie,137,pick up pie using spatula
9237,P02_116,1720,1796,put-in,5,pie,137,put pie in tupperware
9238,P02_116,1769,1967,pick-up,0,pie,137,pick up pie using spatula
9239,P02_116,1968,2046,put-in,5,pie,137,put pie in tupperware
9240,P02_116,2105,2219,pick-up,0,pie,137,pick up pie using spatula
9241,P02_116,2228,2354,put-in,5,pie,137,put pie in tupperware
9242,P02_116,332,521,pick,0,pie,137,pick pie using spatula
9243,P02_116,2359,2483,pick-up,0,pie,137,pick up pie using spatula
9244,P02_116,2488,2586,put-in,5,pie,137,put pie in tupperware
9245,P02_116,2597,2642,put-down,1,spatula,20,put down spatula
9246,P02_116,2645,2721,put-down,1,tupperware,23,put down tupperware
9247,P02_116,2808,2915,wear,68,glove,60,wear gloves
9248,P02_116,2915,2967,pick-up,0,tray,35,pick up tray
9249,P02_116,2971,3037,put-in,5,tray,35,put tray in sink
9250,P02_116,3035,3095,pick-up,0,tray,35,pick up tray
9251,P02_116,3084,3132,put-in,5,tray,35,put tray in sink
9252,P02_116,3169,3228,pick-up,0,tray,35,pick up tray
9253,P02_116,517,567,put-in,5,pie,137,put pie in tupperware
9254,P02_116,3250,3320,put-in,5,tray,35,put tray in sink
9255,P02_116,3340,3384,take-off,12,glove,60,take off glove
9256,P02_116,572,682,pick-up,0,pie,137,pick up pie using spatula
9257,P02_116,687,762,put-in,5,pie,137,put pie in tupperware
9258,P02_116,766,856,pick-up,0,pie,137,pick up pie using spatula
9259,P02_116,861,926,put-in,5,pie,137,put pie in tupperware
9260,P02_116,931,1026,pick-up,0,pie,137,pick up pie using spatula
9261,P02_116,1022,1197,put-in,5,pie,137,put pie in tupperware
9262,P02_118,212,367,put-down,1,plate,2,put down plate and glasses next to sink
9263,P02_118,401,470,pick-up,0,bowl,7,pick up bowl
9264,P02_118,1207,2095,open,3,wrapping:butter,26,open butter wrapping
9265,P02_118,15508,15535,open,3,drawer,8,open drawer
9266,P02_118,15558,15578,put-in,5,drawer,8,put tong in drawer
9267,P02_118,15582,15606,put-in,5,spoon:wooden,1,put wooden spoon in drawer
9268,P02_118,15605,15646,close,4,drawer,8,close drawer
9269,P02_118,15721,15766,pick-up,0,knife,4,pick up knives
9270,P02_118,15771,15895,pick-up,0,cutlery,58,pick up cutlery
9271,P02_118,16024,16077,open,3,drawer,8,open drawer
9272,P02_118,16078,16258,put-down,1,spoon,1,put down spoons
9273,P02_118,16254,16332,put,1,fork,14,put forks
9274,P02_118,16330,16377,put,1,knife,4,put knives
9275,P02_118,2084,2998,cut,7,butter,78,cut butter
9276,P02_118,16420,16460,close,4,drawer,8,close drawer
9277,P02_118,16568,16617,pick-up,0,presser:garlic,172,pick up garlic presser
9278,P02_118,16649,16709,open,3,drawer,8,open drawer
9279,P02_118,16708,16733,put-in,5,presser:garlic,172,put garlic presser in drawer
9280,P02_118,16740,16762,close,4,drawer,8,close drawer
9281,P02_118,16818,16865,pick-up,0,grater,96,pick up grater
9282,P02_118,16898,16938,open,3,cupboard,3,open cupboard
9283,P02_118,16945,17012,put-in,5,grater,96,put grater in cupboard
9284,P02_118,17020,17050,close,4,cupboard,3,close cupboard
9285,P02_118,17062,17086,pick-up,0,knife,4,pick up knife
9286,P02_118,3204,3702,cut-into,7,butter,78,cut butter into cubes
9287,P02_118,17105,17183,put-on,1,knife,4,put knife on stand
9288,P02_118,17203,17286,pick-up,0,bowl:glass,7,pick up glass bowl
9289,P02_118,17327,17375,open,3,cupboard,3,open cupboard
9290,P02_118,17380,17491,put-in,5,bowl:glass,7,put glass bowl in cupboard
9291,P02_118,17490,17566,close,4,cupboard,3,close cupboard
9292,P02_118,17718,17819,pick-up,0,apron,199,pick up apron
9293,P02_118,17900,18001,wear,68,apron,199,wear apron
9294,P02_118,18024,18356,tie,36,apron,199,tie apron
9295,P02_118,18361,18576,wear,68,glove,60,wear gloves
9296,P02_118,18597,18640,pick-up,0,strainer,39,pick up strainer
9297,P02_118,3689,4001,put,1,cube:butter,78,put butter cubes in bowl
9298,P02_118,18775,18820,open,3,bin,36,open bin
9299,P02_118,18825,19039,empty,20,strainer,39,empty strainer
